"ID","Type","System","Difficulty","File","Line","Content","Status","AssignedDate","CompletedDate","Notes"
"ISSUE-1513","BUG","Other","MEDIUM","src\server\game\Server\WorldSession.cpp","1242","LOG_DEBUG('network', 'ADDON: {} was known, but didn't match known CRC (0x{:x})!', addon.Name, savedAddon->CRC);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1514","BUG","Other","MEDIUM","src\server\game\Server\WorldSession.cpp","1244","LOG_DEBUG('network', 'ADDON: {} was known, CRC is correct (0x{:x})', addon.Name, savedAddon->CRC);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1515","BUG","Other","MEDIUM","src\server\game\Server\WorldSession.cpp","1250","LOG_DEBUG('network', 'ADDON: {} (0x{:x}) was not known, saving...', addon.Name, addon.CRC);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1516","TODO","Other","MEDIUM","src\server\game\Server\WorldSession.cpp","1253","/// @todo: Find out when to not use CRC/pubkey, and other possible states.","COMPLETED","","2025-12-03","Other system: Documentation improvement/Code clarification"
"ISSUE-1517","BUG","Other","MEDIUM","src\server\game\Server\WorldSession.cpp","1259","LOG_DEBUG('network', 'ADDON: CurrentTime: {}', currentTime);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1518","BUG","Other","MEDIUM","src\server\game\Server\WorldSession.cpp","1262","LOG_DEBUG('network', 'packet under-read!');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1519","BUG","Other","MEDIUM","src\server\game\Server\WorldSession.cpp","1309","LOG_DEBUG('network', 'ADDON: CRC (0x{:x}) for addon {} is wrong (does not match expected 0x{:x}), sending pubkey', itr->CRC, itr->Name, STANDARD_ADDON_CRC);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1520","TODO","Other","MEDIUM","src\server\game\Server\WorldSession.cpp","1313","data << uint32(0);                              /// @todo: Find out the meaning of this.","COMPLETED","","2025-12-03","Other system: Documentation improvement/Code clarification"
"ISSUE-1521","TODO","Other","MEDIUM","src\server\game\Server\WorldSession.cpp","1433","sBan->BanAccount(nameOrIp, std::to_string(duration), 'DOS (Packet Flooding/Spoofing', 'Server: AutoDOS');","COMPLETED","","2025-12-03","Other system: Documentation improvement/Code clarification"
"ISSUE-1522","TODO","Other","MEDIUM","src\server\game\Server\WorldSession.cpp","1437","sBan->BanIP(nameOrIp, std::to_string(duration), 'DOS (Packet Flooding/Spoofing', 'Server: AutoDOS');","COMPLETED","","2025-12-03","Other system: Documentation improvement/Code clarification"
"ISSUE-1523","BUG","Other","MEDIUM","src\server\game\Server\WorldSession.h","706","void HandleBugOpcode(WorldPacket& recvPacket);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1524","TODO","Other","MEDIUM","src\server\game\Server\WorldSocket.cpp","450","case CMSG_KEEP_ALIVE: /// @todo: handle this packet in the same way of CMSG_TIME_SYNC_RESP","COMPLETED","","2025-12-03","Other system: Documentation improvement/Code clarification"
"ISSUE-1525","HACK","Other","MEDIUM","src\server\game\Server\WorldSocket.cpp","579","// This also allows to check for possible 'hack' attempts on account","COMPLETED","","2025-12-03","Other system: Documentation improvement/Code clarification"
"ISSUE-1526","BUG","Other","MEDIUM","src\server\game\Server\WorldSocket.cpp","640","LOG_DEBUG('network', 'WorldSocket::HandleAuthSession: Sent Auth Response (Account IP differs. Original IP: {}, new IP: {}).', account.LastIP, address);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1527","BUG","Other","MEDIUM","src\server\game\Server\WorldSocket.cpp","652","LOG_DEBUG('network', 'WorldSocket::HandleAuthSession: Sent Auth Response (Account country differs. Original country: {}, new country: {}).', account.LockCountry, _ipCountry);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1528","BUG","Other","MEDIUM","src\server\game\Server\WorldSocket.cpp","682","LOG_DEBUG('network', 'Allowed Level: {} Player Level {}', allowedAccountType, account.Security);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1529","BUG","Other","MEDIUM","src\server\game\Server\WorldSocket.cpp","686","LOG_DEBUG('network', 'WorldSocket::HandleAuthSession: User tries to login but his security level is not enough');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1530","BUG","Other","MEDIUM","src\server\game\Server\WorldSocket.cpp","692","LOG_DEBUG('network', 'WorldSocket::HandleAuthSession: Client '{}' authenticated successfully from {}.', authSession->Account, address);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1531","BUG","Other","MEDIUM","src\server\game\Server\WorldSocketMgr.cpp","56","LOG_DEBUG('network', 'Max allowed socket connections {}', max_connections);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-1532","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","43","/// @todo: this import is not necessary for compilation and marked as unused by the IDE","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1533","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","379","&AuraEffect::HandlePreventResurrection,                       //314 SPELL_AURA_PREVENT_RESURRECTION todo","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1534","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","380","&AuraEffect::HandleNoImmediateEffect,                         //315 SPELL_AURA_UNDERWATER_WALKING todo","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1535","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","609","[[fallthrough]]; /// @todo: Not sure whether the fallthrough was a mistake (forgetting a break) or intended. This should be double-checked.","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1536","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","1228","/// @todo: is there a spell flag, which can solve this in a more sophisticated way?","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1537","HACK","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","1403","// hacky, but the only way as spell family is not SPELLFAMILY_DRUID","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1538","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","3557","/// @todo: find a way to cancel fleeing for assistance.","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1539","HACK","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","3751","//! Someone should clean up these hacks and remove it from this function. It doesn't even belong here.","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1540","HACK","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","4170","target->ApplySpellImmune(GetId(), IMMUNITY_MECHANIC, MECHANIC_SHACKLE, apply);","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1541","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","4282","/// @todo: optimalize this cycle - use RemoveAurasWithInterruptFlags call or something else","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1542","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","6215","// Nothing todo","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1543","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","6393","/// @todo: effect trigger spell may be independant on spell targets, and executed in spell finish phase","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1544","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","6553","LOG_DEBUG('spells.aura', 'AuraEffect::HandlePeriodicTriggerSpellAuraTick: Spell {} Trigger {}', GetId(), triggeredSpellInfo->Id);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1545","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","6577","LOG_DEBUG('spells.aura', 'AuraEffect::HandlePeriodicTriggerSpellWithValueAuraTick: Spell {} Trigger {}', GetId(), triggeredSpellInfo->Id);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1546","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","6588","LOG_DEBUG('spells.aura', 'AuraEffect::HandlePeriodicTriggerSpellWithValueAuraTick: Spell {} has non-existent spell {} in EffectTriggered[{}] and is therefor not triggered.', GetId(), triggerSpellId, GetEffIndex());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1547","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","6728","LOG_DEBUG('spells.aura.effect', 'PeriodicTick: {} attacked {} for {} dmg inflicted by {} abs is {}',","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1548","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","6836","LOG_DEBUG('spells.aura.effect', 'PeriodicTick: {} health leech of {} for {} dmg inflicted by {} abs is {}',","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1549","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","6881","LOG_DEBUG('spells.aura', 'PeriodicTick: donator {} target {} damage {}.', caster->GetEntry(), target->GetEntry(), damage);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1550","HACK","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","6947","// the most ugly hack i made :P the other option is to change all spellvalues to float...","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1551","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","6983","LOG_DEBUG('spells.aura.effect', 'PeriodicTick: {} heal of {} for {} health inflicted by {}',","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1552","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7076","LOG_DEBUG('spells.aura.effect', 'PeriodicTick: {} power leech of {} for {} dmg inflicted by {}',","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1553","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7141","LOG_DEBUG('spells.aura.effect', 'PeriodicTick: {} energize {} for {} dmg inflicted by {}',","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1554","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7178","LOG_DEBUG('spells.aura.effect', 'PeriodicTick: {} energize {} for {} dmg inflicted by {}',","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1555","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7241","LOG_DEBUG('spells.aura', 'AuraEffect::HandleProcTriggerSpellAuraProc: Triggering spell {} from aura {} proc', triggeredSpellInfo->Id, GetId());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1556","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7246","LOG_DEBUG('spells.aura', 'AuraEffect::HandleProcTriggerSpellAuraProc: Could not trigger spell {} from aura {} proc, because the spell does not have an entry in Spell.dbc.', triggerSpellId, GetId());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1557","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7262","LOG_DEBUG('spells.aura', 'AuraEffect::HandleProcTriggerSpellWithValueAuraProc: Triggering spell {} with value {} from aura {} proc', triggeredSpellInfo->Id, basepoints0, GetId());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1558","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7267","LOG_DEBUG('spells.aura', 'AuraEffect::HandleProcTriggerSpellWithValueAuraProc: Could not trigger spell {} from aura {} proc, because the spell does not have an entry in Spell.dbc.', triggerSpellId, GetId());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1559","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7287","LOG_DEBUG('spells.aura', 'AuraEffect::HandleProcTriggerDamageAuraProc: Triggering {} spell damage from aura {} proc', damage, GetId());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1560","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7309","LOG_DEBUG('spells.aura', 'AuraEffect::HandleRaidProcFromChargeAuraProc: received not handled spell: {}', GetId());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1561","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7335","LOG_DEBUG('spells.aura', 'AuraEffect::HandleRaidProcFromChargeAuraProc: Triggering spell {} from aura {} proc', triggerSpellId, GetId());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1562","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7346","LOG_DEBUG('spells.aura', 'AuraEffect::HandleRaidProcFromChargeWithValueAuraProc: received not handled spell: {}', GetId());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1563","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuraEffects.cpp","7380","LOG_DEBUG('spells.aura', 'AuraEffect::HandleRaidProcFromChargeWithValueAuraProc: Triggering spell {} from aura {} proc', triggerSpellId, GetId());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1564","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","38","/// @todo: this import is not necessary for compilation and marked as unused by the IDE","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1565","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","84","LOG_DEBUG('spells.aura', 'Aura: {} Effect: {} put to unit visible auras slot: {}', GetBase()->GetId(), GetEffectMask(), slot);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1566","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","167","LOG_DEBUG('spells.aura', 'AuraApplication::_HandleEffect: {}, apply: {}: amount: {}', aurEff->GetAuraType(), apply, aurEff->GetAmount());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1567","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","239","ASSERT_NODEBUGINFO(spellProto);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1568","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","240","ASSERT_NODEBUGINFO(owner);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1569","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","267","ASSERT_NODEBUGINFO(spellproto);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1570","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","268","ASSERT_NODEBUGINFO(owner);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1571","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","269","ASSERT_NODEBUGINFO(caster || casterGUID);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1572","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","270","ASSERT_NODEBUGINFO(tryEffMask <= MAX_EFFECT_MASK);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1573","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","293","ASSERT_NODEBUGINFO(spellproto);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1574","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","294","ASSERT_NODEBUGINFO(owner);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1575","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","295","ASSERT_NODEBUGINFO(caster || casterGUID);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1576","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","296","ASSERT_NODEBUGINFO(tryEffMask <= MAX_EFFECT_MASK);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1577","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","305","ASSERT_NODEBUGINFO(effMask);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1578","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","306","ASSERT_NODEBUGINFO(spellproto);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1579","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","307","ASSERT_NODEBUGINFO(owner);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1580","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","308","ASSERT_NODEBUGINFO(caster || casterGUID);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1581","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","309","ASSERT_NODEBUGINFO(effMask <= MAX_EFFECT_MASK);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1582","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","462","/// @todo: Figure out why this happens","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1583","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","563","// nothing todo - aura already applied","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1584","TODO","Spells","HIGH","src\server\game\Spells\Auras\SpellAuras.cpp","645","//TODO: There is a crash caused by shadowfiend load addon","COMPLETED","","2025-12-03","FIXED: Added null check and charmer fallback for CAST_FLAG_RUNE_LIST crash"
"ISSUE-1585","FIXME","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","993","// FIXME: not a best way to synchronize charges, but works","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1586","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","1337","/// @todo: This should be moved to similar function in spell::hit","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1587","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","1636","[[fallthrough]]; /// @todo: Not sure whether the fallthrough was a mistake (forgetting a break) or intended. This should be double-checked.","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1588","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","1764","case 47585: // Dispersion (fixed bug invisible as a Shadow Priest)","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1589","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","2166","/// @todo:","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1590","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","2184","/// @todo:","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1591","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","2191","/// @todo: this needs to be unified for all kinds of auras","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1592","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","2293","LOG_DEBUG('spells.aura', 'Aura::LoadScripts: Script `{}` for aura `{}` is loaded now', (*itr)->_GetScriptName()->c_str(), m_spellInfo->Id);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1593","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","2676","std::string Aura::GetDebugInfo() const","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1594","BUG","Spells","HIGH","src\server\game\Spells\Auras\SpellAuras.cpp","2681","<< '\nOwner: ' << (GetOwner() ? GetOwner()->GetDebugInfo() : 'NULL');","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1595","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.cpp","2770","[[fallthrough]]; /// @todo: Not sure whether the fallthrough was a mistake (forgetting a break) or intended. This should be double-checked.","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1596","TODO","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.h","134","void SetDuration(int32 duration, bool withMods = false);    /// @todo - Look to convert to std::chrono","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1597","BUG","Spells","MEDIUM","src\server\game\Spells\Auras\SpellAuras.h","241","virtual std::string GetDebugInfo() const;","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1598","TODO","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","56","/// @todo: this import is not necessary for compilation and marked as unused by the IDE","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1599","HACK","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","489","if (m_itemTargetGUID.GetRawValue() == TRADE_SLOT_NONTRADED) // here it is not guid but slot. Also prevents hacking slots","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1600","BUG","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","531","void SpellCastTargets::OutDebug() const","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1601","BUG","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1037","LOG_DEBUG('spells.aura', 'SPELL: target type {}, found in spellID {}, effect {} is not implemented yet!', m_spellInfo->Id, effIndex, targetType.GetTarget());","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1602","BUG","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1068","LOG_DEBUG('spells.aura', 'SPELL: cannot find channel spell target for spell ID {}, effect {}', m_spellInfo->Id, effIndex);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1603","BUG","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1088","LOG_DEBUG('spells.aura', 'SPELL: cannot find channel spell destination for spell ID {}, effect {}', m_spellInfo->Id, effIndex);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1604","BUG","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1135","LOG_DEBUG('spells.aura', 'Spell::SelectImplicitNearbyTargets: no conditions entry for target with TARGET_CHECK_ENTRY of spell ID {}, effect {} - selecting default targets', m_spellInfo->Id, effIndex);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1605","BUG","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1162","LOG_DEBUG('spells.aura', 'Spell::SelectImplicitNearbyTargets: cannot find nearby target for spell ID {}, effect {}', m_spellInfo->Id, effIndex);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1606","BUG","Spells","HIGH","src\server\game\Spells\Spell.cpp","1169","//LOG_DEBUG('spells', 'Spell::SelectImplicitNearbyTargets: OnObjectTargetSelect script hook for spell Id {} set nullptr target, effect {}', m_spellInfo->Id, effIndex);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1607","BUG","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1190","//LOG_DEBUG('spells', 'Spell::SelectImplicitNearbyTargets: OnObjectTargetSelect script hook for spell Id {} set object of wrong type, expected unit, got {}, effect {}', m_spellInfo->Id, target->GetGUID().GetTypeName(), effMask);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1608","BUG","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1200","//LOG_DEBUG('spells', 'Spell::SelectImplicitNearbyTargets: OnObjectTargetSelect script hook for spell Id {} set object of wrong type, expected gameobject, got {}, effect {}', m_spellInfo->Id, target->GetGUID().GetTypeName(), effMask);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1609","TODO","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1355","/// @todo fix this check","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1610","BUG","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1363","LOG_DEBUG('spells.aura', 'SPELL: unknown target coordinates for spell ID {}', m_spellInfo->Id);","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1611","BUG","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1867","#define DEBUG_TRAJ(a) //a","COMPLETED","","2025-12-03","Spell system reviewed - mechanism documented/proper implementation"
"ISSUE-1612","TODO","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1955","/// @todo: this is a workaround - target shouldn't be stored in target map for those spells","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1613","TODO","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","1998","/// @todo: this is a workaround - corpses should be added to spell target map too, but we can't do that so we add owner instead","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1614","TODO","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","2364","/// @todo: this is a hack","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1615","HACK","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","2393","// HACK: workaround check for succubus seduction case","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1616","TODO","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","2394","/// @todo: seduction should be casted only on humanoids (not demons)","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1617","TODO","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","2643","/// @todo: check how broad this rule should be","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
"ISSUE-1618","HACK","Spells","MEDIUM","src\server\game\Spells\Spell.cpp","2841","// Xinef: ofc count only spells that HIT the target, little hack used to fool the system","COMPLETED","","2025-12-02","Spell system: Documentation improvement/Feature request"
